Charge (C),Temperature (K)
0.0036011192459999,1668.7239957716447
0.003780071778,1668.7997279940437
0.00394239012,1668.7299462048982
0.00408634989,1668.6123486988463
0.004223986926,1668.5160194338746
0.004349030748,1668.2732640524364
0.0044562733739999,1668.2093844357985
0.00455262975,1667.8968455511526
0.0046426808099999,1667.977008574764
0.004708642776,1667.9134729969146
0.004771155978,1667.987112756451
0.004814178438,1668.2390314302447
0.0048445728479999,1668.306135556545
0.004857758274,1668.350479582325
0.0048612070379999,1668.3643808607076
0.004850878164,1668.302722980592
0.004820483754,1668.2487457102757
0.004787790168,1668.2807013524566
0.0047281335179999,1668.3086052522608
0.004662763764,1668.3095783700774
0.00456926394,1668.364001387417
0.004436207838,1668.4728442158969
0.004306583082,1668.4101044855315
0.004153444026,1668.4178254760486
0.004018663542,1668.428094393681
0.003840860598,1668.4085063733496
0.0036475730519999,1668.3554080236522
0.00343421997,1668.257770189402
0.0032116876019999,1668.2917076732483
0.002972521044,1669.0110454092296
0.002736211038,1668.9332329561407
0.00245689599,1668.7154714696612
0.00218561064,1668.6466825759717
0.001897116306,1668.6263910823754
0.0016137776999999,1668.747170126438
0.0013138049039999,1668.9785018327843
0.001017280872,1669.2757869854472
0.0007219064279999,1669.709930069198
0.0004225258439999,1669.649039205572
0.00013115754,1669.58503859432
-0.0001573367939999,1669.636374486899
-0.000437226636,1669.6043733582292
-0.00070508064,1669.3537042810713
-0.00097235985,1669.2894402973347
-0.001223562246,1669.2361568145866
-0.0014638958099999,1669.1956853403576
-0.001690434318,1668.849407506323
-0.001908960546,1668.56883766669
-0.0021143013479999,1668.2646093632789
-0.002305289718,1668.4358991805457
-0.002484817044,1668.7006757152744
-0.0026551476659999,1669.283506419144
-0.0028157416259999,1669.5286091702928
-0.00295914402,1669.3878388147427
-0.00309622368,1669.376634080484
-0.003220100496,1669.2173677023625
-0.00333711462,1669.0015573701194
-0.0034300222319999,1668.9013853632437
-0.003520073292,1668.7607819915777
-0.00359176578,1668.7728056469257
-0.0036525546,1669.0270378135524
-0.0036984510299999,1668.956308783841
-0.00373572555,1668.8803905825823
-0.003748336182,1668.7770930802026
-0.0037472040119999,1668.755228253836
-0.003734001168,1668.938084326011
-0.00370533114,1669.017078569118
-0.0036703383779999,1669.1080339624327
-0.003614130492,1669.108678812804
-0.003545311974,1669.1046553612614
-0.0034334709959999,1669.0977748592309
-0.00334112076,1669.1050458494929
-0.003225831018,1669.065913716508
-0.003072691962,1669.179690274217
-0.002910391038,1669.1596302776834
-0.0027320133,1669.2711685591669
-0.0025421571,1669.2966392044495
-0.002328804018,1669.364631158122
-0.002106846444,1669.4748686576472
-0.001865938086,1669.4048419853466
-0.001615310484,1669.406745729552
-0.00134458251,1669.3419600047014
-0.0010807520639999,1669.2378858371453
-0.000785952414,1669.30090220175
-0.0004997572559999,1669.2473993649528
