# Seconds,DAQ1/ai0,DAQ1/ai1,DAQ1/ai2
0.550000,0.009308,-0.125139,3.192855
0.551000,0.010757,-0.111902,3.684216
0.552000,0.012041,-0.098632,4.160448
0.553000,0.013391,-0.082596,4.641942
0.554000,0.014906,-0.066955,5.110281
0.555000,0.016058,-0.050490,5.573687
0.556000,0.017375,-0.034125,6.019990
0.557000,0.018561,-0.016903,6.451493
0.558000,0.019615,-0.000208,6.865566
0.559000,0.020471,0.016882,7.251354
0.560000,0.021360,0.034103,7.614119
0.561000,0.022051,0.050831,7.934788
0.562000,0.022776,0.067229,8.205793
0.563000,0.023237,0.083068,8.436017
0.564000,0.023566,0.098380,8.630391
0.565000,0.023731,0.113527,8.794508
0.566000,0.023632,0.128246,8.924420
0.567000,0.023566,0.142339,9.004998
0.568000,0.023467,0.156070,9.040518
0.569000,0.023204,0.169110,9.026047
0.570000,0.022776,0.181261,8.972767
0.571000,0.022446,0.192851,8.870482
0.572000,0.022018,0.203388,8.731361
0.573000,0.021195,0.213300,8.552444
0.574000,0.020602,0.222684,8.335376
0.575000,0.019779,0.231641,8.089695
0.576000,0.019252,0.239445,7.805862
0.577000,0.018462,0.246920,7.502955
0.578000,0.017869,0.253473,7.162553
0.579000,0.017013,0.259202,6.809983
0.580000,0.015927,0.264273,6.425511
0.581000,0.014873,0.268554,6.030843
0.582000,0.013885,0.272340,5.614140
0.583000,0.012864,0.275502,5.181650
0.584000,0.012140,0.278004,4.743569
0.585000,0.011053,0.279486,4.283782
0.586000,0.009769,0.280276,3.827941
0.587000,0.008781,0.279749,3.348091
0.588000,0.007431,0.278465,2.874819
0.589000,0.006147,0.276127,2.388390
0.590000,0.004863,0.273822,1.901962
0.591000,0.003842,0.269542,1.410929
0.592000,0.002261,0.265393,0.910029
0.593000,0.001273,0.259070,0.415048
0.594000,0.000055,0.252485,-0.098680
0.595000,-0.001888,0.246492,-0.633129
0.596000,-0.003172,0.235033,-1.138636
0.597000,-0.004588,0.225450,-1.656971
0.598000,-0.006168,0.214452,-2.169058
0.599000,-0.007551,0.203224,-2.667990
0.600000,-0.009000,0.190810,-3.159358
0.601000,-0.010449,0.177605,-3.647438
0.602000,-0.011931,0.163315,-4.127296
0.603000,-0.013577,0.148793,-4.605841
0.604000,-0.014862,0.133020,-5.076492
0.605000,-0.016146,0.116852,-5.533660
0.606000,-0.017430,0.100289,-5.980305
0.607000,-0.018550,0.083364,-6.412478
0.608000,-0.019406,0.066274,-6.823933
0.609000,-0.020426,0.049086,-7.213351
0.610000,-0.021381,0.031732,-7.572183
0.611000,-0.022139,0.014939,-7.901414
0.612000,-0.022896,-0.001558,-8.192494
0.613000,-0.023094,-0.017628,-8.444105
0.614000,-0.023423,-0.033302,-8.653946
0.615000,-0.023621,-0.048482,-8.821687
0.616000,-0.023719,-0.062937,-8.943382
0.617000,-0.023851,-0.076965,-9.017714
0.618000,-0.023851,-0.090433,-9.050934
0.619000,-0.023423,-0.103242,-9.034817
0.620000,-0.022995,-0.115590,-8.978246
0.621000,-0.022567,-0.126885,-8.874641
0.622000,-0.021941,-0.138607,-8.738803
0.623000,-0.021316,-0.148157,-8.557577
0.624000,-0.020756,-0.157706,-8.344118
0.625000,-0.020064,-0.166070,-8.098427
0.626000,-0.019472,-0.174368,-7.817544
0.627000,-0.018582,-0.181645,-7.513639
0.628000,-0.017628,-0.188231,-7.177172
0.629000,-0.016673,-0.194323,-6.826235
0.630000,-0.016047,-0.198999,-6.443395
0.631000,-0.012458,-0.203872,-6.054307
0.632000,-0.014335,-0.207165,-5.636277
0.633000,-0.013116,-0.210260,-5.210025
0.634000,-0.012194,-0.212829,-4.766671
0.635000,-0.011009,-0.214212,-4.312794
0.636000,-0.010021,-0.214969,-3.851024
0.637000,-0.008671,-0.214837,-3.376428
