# Seconds,Charge (C)
1.126,-0.002950539528
1.127,-0.003084170424
1.128,-0.003211496004
1.129,-0.00332048043
1.13,-0.00341854377
1.131,-0.003503439102
1.132,-0.003575706384
1.133,-0.003623884572
1.134,-0.00367894287
1.135,-0.003708762486
1.136,-0.003730569822
1.137,-0.003736300344
1.138,-0.003723689712
1.139,-0.003701882376
1.14,-0.003657152952
1.141,-0.003607250382
1.142,-0.003540138828
1.143,-0.003404208756
1.144,-0.003322187394
1.145,-0.00321092121
1.146,-0.003068111028
1.147,-0.0028966134
1.148,-0.002721109632
1.149,-0.0025232411519999997
1.15,-0.00231790035
1.151,-0.00208963746
1.152,-0.001863081534
1.153,-0.0016061311979999999
1.154,-0.001345732098
1.155,-0.001070440608
1.156,-0.0007876767959999999
1.157,-0.000496308492
1.158,-0.00019748528400000001
1.159,0.00010591885799999998
1.16,0.00040702382399999997
1.161,0.000700691304
1.162,0.000992616984
1.163,0.001266776304
1.164,0.001546091352
1.165,0.001808214834
1.166,0.00207491925
1.167,0.0023284208219999996
1.168,0.002569886556
1.169,0.002794143306
1.17,0.003017250468
1.171,0.003223148646
1.172,0.003418160574
1.173,0.0036114481199999997
1.174,0.003784077918
1.175,0.003944097084
1.176,0.004085775096
1.177,0.004221130374
1.178,0.004346731572
1.179,0.004457997756
1.18,0.0045532045439999995
1.181,0.0046380998760000005
1.182,0.004697739108
1.183,0.004767149838
1.184,0.00482278293
1.185,0.004852602546
1.186,0.004872668082000001
1.187,0.004885296132
1.188,0.00487381767
1.189,0.004845722436
1.19,0.004805573946
1.191,0.004745917295999999
1.192,0.004677098778
1.193,0.0045973765920000005
1.194,0.004477505916
1.195,0.004351887299999999
1.196,0.004175233944
1.197,0.004047908364
1.198,0.003874703772
1.199,0.0036808414320000002
1.2,0.003473793666
1.201,0.003259290996
1.202,0.0030212566079999997
1.203,0.002768904624
1.204,0.0025033497959999996
1.205,0.002234363622
1.206,0.001951025016
1.207,0.001658507124
1.208,0.0013614257159999998
1.209,0.00106545906
1.21,0.0007591983659999999
1.211,0.00046267433399999996
1.212,0.00017245561799999999
1.213,-0.000115463922
1.214,-0.00038619189600000003
1.215,-0.000659201628
1.216,-0.000919008516
1.217,-0.001169078742
1.218,-0.0014185741739999999
1.219,-0.001645704894
1.22,-0.001867662468
1.221,-0.002068979712
1.222,-0.002266290816
1.223,-0.0024521234579999995
1.224,-0.002630483778
1.225,-0.002791652532
1.226,-0.002938486272
1.227,-0.003074416344
1.228,-0.003197735784
1.229,-0.003300397476
1.23,-0.003400202616
1.231,-0.0034879545
1.232,-0.003563653128
1.233,-0.0036267585419999995
1.234,-0.0036795176639999997
1.235,-0.003711061662
1.236,-0.0037294202339999997
1.237,-0.003739174314
1.238,-0.0037265462639999997
1.239,-0.003708762486
1.24,-0.003670913172
1.241,-0.00361528008
1.242,-0.0035326839239999998
1.243,-0.0033038462399999995
1.244,-0.003321055224
1.245,-0.0032201004960000002
1.246,-0.00309047574
1.247,-0.002920702494
1.248,-0.0027417673799999998
1.249,-0.002547330246
1.25,-0.0023442886199999996
1.251,-0.002119457076
1.252,-0.001867662468
1.253,-0.001637100402
1.254,-0.001376126508
1.255,-0.001103116776
1.256,-0.0008151972360000001
1.257,-0.000522121968
1.258,-0.000224448348
1.259,7.2650478e-05
1.26,0.000374905032
1.261,0.000665698542
1.262,0.000955917258
1.263,0.001238106276
1.264,0.001511690802
1.265,0.001780102182
1.266,0.002042800458
1.267,0.0022997333760000002
1.268,0.002538342558
1.269,0.002772353388
1.27,0.00298858044
1.271,0.003205939662
1.272,0.003406682112
1.273,0.003593664342
1.274,0.003765736764
1.275,0.003918858402
1.276,0.0040685661120000004
1.277,0.0042056457719999996
1.278,0.004332396558
1.279,0.004443662742
1.28,0.004544025257999999
1.281,0.0046329267300000004
1.282,0.004705194011999999
1.283,0.004765425456
1.284,0.004812454056
1.285,0.0048503033700000005
1.286,0.004879565609999999
1.287,0.004885870926
1.288,0.00488069778
1.289,0.00485317734
1.29,0.004807298328
1.291,0.004757970552
1.292,0.004686852858
1.293,0.0045985261800000005
1.294,0.00450560115
1.295,0.004365090144
1.296,0.004249225608
1.297,0.004051357128
1.298,0.0038907631679999995
1.299,0.003698050416
1.3,0.003496733172
1.301,0.003278781738
1.302,0.003048794466
1.303,0.0027998738279999998
1.304,0.002533744206
1.305,0.002266482414
1.306,0.001976263698
1.307,0.001688344158
1.308,0.0013889461559999999
1.309,0.001088415984
1.31,0.000792449328
1.311,0.000495925296
1.312,0.00020055085199999998
1.313,-8.334513e-05
1.314,-0.00036037842
1.315,-0.000629364594
1.316,-0.000894919422
1.317,-0.001147863618
1.318,-0.00138760497
1.319,-0.001623340182
1.32,-0.001839567234
1.321,-0.002055219492
1.322,-0.002251381008
1.323,-0.002438920614
1.324,-0.00261156783
1.325,-0.002771012202
1.326,-0.002925300846
1.327,-0.00306008133
1.328,-0.0031788024179999997
1.329,-0.00329121819
1.33,-0.003391598124
1.331,-0.0034822239779999996
1.332,-0.0035590721939999996
1.333,-0.003619861014
1.334,-0.003670913172
1.335,-0.0037036067579999995
1.336,-0.003732276786
1.337,-0.00373572555
1.338,-0.0037282706459999997
1.339,-0.003705905934
1.34,-0.0036686139959999997
1.341,-0.003621010602
1.342,-0.0035424380039999997
1.343,-0.0034248665039999997
1.344,-0.003337671996
1.345,-0.003239033862
1.346,-0.003078439902
1.347,-0.002936187096
1.348,-0.002754952806
1.349,-0.002565114024
1.35,-0.002359773222
1.351,-0.002145270552
1.352,-0.0019112597219999997
1.353,-0.0016588903200000001
1.354,-0.001399658226
1.355,-0.0011254989059999998
1.356,-0.000842735094
1.357,-0.000546785856
1.358,-0.000257716728
1.359,4.283086199999999e-05
1.36,0.00034165407
1.361,0.000637028514
1.362,0.0009335525459999999
1.363,0.001213442388
1.364,0.0014893260899999999
1.365,0.001754306124
1.366,0.002015837394
1.367,0.002268764172
1.368,0.00251768481
1.369,0.0027511208459999998
1.37,0.00297194625
1.371,0.0031858741259999995
1.372,0.0033843174
1.373,0.003570150042
1.374,0.003747952986
1.375,0.0039045233879999998
1.376,0.004058237238
1.377,0.004199897832
1.378,0.004320918096
1.379,0.004430477315999999
1.38,0.004531989419999999
1.381,0.00461916651
1.382,0.004700613078000001
1.383,0.004763701073999999
1.384,0.004815328026
1.385,0.004847446818
1.386,0.00487669164
1.387,0.004883571749999999
1.388,0.004878990816
1.389,0.004849153782
1.39,0.00481990896
1.391,0.004764275868
1.392,0.004690858998
1.393,0.004610562018
1.394,0.004474057151999999
1.395,0.00438802965
1.396,0.0042796200179999995
1.397,0.004078877568
1.398,0.003912553086
1.399,0.003726720444
1.4,0.003519672678
1.401,0.003308043978
1.402,0.003066578244
1.403,0.002821663746
1.404,0.002560132476
1.405,0.0022911463019999996
1.406,0.0020089572839999997
1.407,0.001717014186
1.408,0.001421064948
1.409,0.001118810394
1.41,0.000825142914
1.411,0.000523463154
1.412,0.000233819232
1.413,-5.0668962e-05
1.414,-0.00033226576799999996
1.415,-0.000605850294
1.416,-0.000867398982
1.417,-0.001122050142
1.418,-0.0013669646399999999
1.419,-0.001599825882
1.42,-0.0018217834560000001
1.421,-0.002030555604
1.422,-0.002235321612
1.423,-0.002418280284
1.424,-0.0025960832280000003
1.425,-0.0027532284239999995
1.426,-0.0029098162440000003
1.427,-0.00304632111
1.428,-0.003173071896
1.429,-0.00328146411
1.43,-0.00337839528
1.431,-0.003477050832
1.432,-0.003545311974
1.433,-0.003614705286
1.434,-0.003667481826
1.435,-0.003704181552
1.436,-0.0037317194099999998
1.437,-0.0037345759619999996
1.438,-0.0037288454399999997
1.439,-0.0037093372800000002
1.44,-0.003675511524
1.441,-0.003625608954
1.442,-0.0035590721939999996
1.443,-0.0034701707219999996
1.444,-0.0033267857459999997
1.445,-0.003244764384
1.446,-0.00309047574
1.447,-0.00294938994
1.448,-0.002773886172
1.449,-0.0025840299720000003
1.45,-0.002379281382
1.451,-0.002168784852
1.452,-0.0019313252579999998
1.453,-0.001687002972
1.454,-0.001423172526
1.455,-0.001159324662
1.456,-0.000873129504
1.457,-0.0005823359939999999
1.458,-0.00028753634399999995
1.459,1.2436451999999999e-05
1.46,0.000310110072
1.461,0.000610640244
1.462,0.0009020085479999999
1.463,0.0011887785
1.464,0.0014617882319999998
1.465,0.0017302170300000001
1.466,0.0019951796459999997
1.467,0.002252129982
1.468,0.0024976192739999997
1.469,0.002729905722
1.47,0.002951863296
1.471,0.003164084208
1.472,0.003362527482
1.473,0.003554090646
1.474,0.003731318796
1.475,0.003895918896
1.476,0.004051357128
1.477,0.004180981884
1.478,0.004312888398
1.479,0.004423022412
1.48,0.004531414626
1.481,0.00461516037
1.482,0.0046948825559999996
1.483,0.004760827104
1.484,0.004803849563999999
1.485,0.004847446818
1.486,0.0048640635899999994
1.487,0.004861207037999999
1.488,0.004874392464
1.489,0.0048657879719999995
1.49,0.004825064687999999
1.491,0.004771730772
1.492,0.004707493188
1.493,0.004608837636
1.494,0.004550922785999999
1.495,0.004396059348
1.496,0.0042813443999999996
1.497,0.004109289396
1.498,0.003931486452
1.499,0.0037410728759999998
1.5,0.003537456456
1.501,0.003317223264
1.502,0.003087218574
1.503,0.0028451780459999997
1.504,0.002594550444
1.505,0.00232382247
1.506,0.00204165087
1.507,0.00174798339
1.508,0.001449734976
1.509,0.001154935326
1.51,0.000854405154
1.511,0.0005584559159999999
1.512,0.00026135709
1.513,-2.4280692e-05
1.514,-0.000311625438
1.515,-0.000585209964
1.516,-0.000850189998
1.517,-0.001101409812
1.518,-0.00134745648
1.519,-0.001574012406
1.52,-0.00179596998
1.521,-0.002004742128
1.522,-0.0022089333419999997
1.523,-0.0023993469180000004
1.524,-0.0025719941339999997
1.525,-0.002736594234
1.526,-0.0028863019439999997
1.527,-0.00302968692
1.528,-0.003158162088
1.529,-0.003274584
1.53,-0.003379544868
1.531,-0.003469595928
1.532,-0.00354874332
1.533,-0.003610124352
1.534,-0.003656578158
1.535,-0.003693852678
1.536,-0.0037173669779999997
1.537,-0.0037299950279999997
1.538,-0.0037259714699999997
1.539,-0.0036766436939999997
1.54,-0.003671487966
1.541,-0.003628465506
1.542,-0.003556773018
1.543,-0.00345869226
1.544,-0.00335087484
1.545,-0.003256242846
1.546,-0.003153563736
1.547,-0.0029654493359999997
1.548,-0.002814034662
1.549,-0.00260181375
1.55,-0.002397047742
1.551,-0.002182545072
1.552,-0.00194680986
1.553,-0.0017082180960000001
1.554,-0.001445537238
1.555,-0.001171952712
1.556,-0.000897218598
1.557,-0.000610448646
1.558,-0.000318505548
1.559,-2.3131104e-05
1.56,0.000279698244
1.561,0.0005750901059999999
1.562,0.0008704645499999999
1.563,0.001156659708
1.564,0.001440573108
1.565,0.001708409694
1.566,0.001974539316
1.567,0.002229190476
1.568,0.002479260702
1.569,0.002712121944
1.57,0.0029346543119999997
1.571,0.003147450018
1.572,0.0033401627699999998
1.573,0.0035334503159999997
1.574,0.00370550532
1.575,0.0038758533599999997
1.576,0.0040272680339999995
1.577,0.004170078216
1.578,0.00429397245
1.579,0.0044161248839999995
1.58,0.004521085752
1.581,0.004616867334
1.582,0.00469658952
1.583,0.00476025231
1.584,0.0048095800860000005
1.585,0.004845147642
1.586,0.004870961118
1.587,0.004877266434
1.588,0.004878990816
1.589,0.004856608686
1.59,0.0048262142759999994
1.591,0.004774029948
1.592,0.004705768805999999
1.593,0.004624322237999999
1.594,0.004509049914
1.595,0.0044184240599999995
1.596,0.004331821764
1.597,0.004132228902
1.598,0.003953851164
1.599,0.0037662941399999998
1.6,0.0035311511399999996
1.601,0.003353348196
1.602,0.00311991216
1.603,0.002874440286
1.604,0.002611759428
1.605,0.0023427558360000003
1.606,0.002060566818
1.607,0.001773222072
1.608,0.001481853768
1.609,0.001176167868
1.61,0.000892829262
1.611,0.000591149502
1.612,0.000302080374
1.613,8.987688e-06
1.614,-0.00027605788199999996
1.615,-0.000552516378
1.616,-0.0008151972360000001
1.617,-0.001068716226
1.618,-0.0013164872759999998
1.619,-0.0015533546579999998
1.62,-0.0017822097599999999
1.621,-0.001993281084
1.622,-0.002191149564
1.623,-0.0023815631399999996
1.624,-0.002549054628
1.625,-0.002714804316
1.626,-0.002870242548
1.627,-0.00301017876
1.628,-0.0031392287219999997
1.629,-0.003262548162
1.63,-0.0033617785080000003
1.631,-0.003456985296
1.632,-0.0035372822760000003
1.633,-0.003607250382
1.634,-0.003658877334
1.635,-0.00369557706
1.636,-0.003724821882
1.637,-0.003732276786
1.638,-0.0037317194099999998
1.639,-0.003711061662
1.64,-0.003674361936
1.641,-0.003626183748
1.642,-0.003564227922
1.643,-0.003498283374
1.644,-0.003431746614
1.645,-0.0032740092059999996
1.646,-0.003173071896
1.647,-0.00297978435
1.648,-0.002818040802
1.649,-0.002625902844
1.65,-0.002429166534
1.651,-0.002211232518
1.652,-0.001982377416
1.653,-0.001736330748
1.654,-0.001475356854
1.655,-0.001206945474
1.656,-0.0009259060439999999
1.657,-0.0006414178499999999
1.658,-0.000344319024
1.659,-4.894458e-05
1.66,0.000250453422
1.661,0.00054352869
1.662,0.000838345758
1.663,0.001122816534
1.664,0.001400999412
1.665,0.0016734343499999998
1.666,0.00193897176
1.667,0.002195922096
1.668,0.0024505906740000002
1.669,0.002688607644
1.67,0.0028755898739999996
1.671,0.00312966624
1.672,0.00332352858
1.673,0.0035122177739999997
1.674,0.0036917450999999998
1.675,0.003857494788
1.676,0.004017513954
1.677,0.004155168408
1.678,0.004281919194
1.679,0.004409244774
1.68,0.004498146246
1.681,0.004595077416
1.682,0.004677673572
1.683,0.004749940853999999
1.684,0.0048107296740000005
1.685,0.004848578988
1.686,0.004871535912
1.687,0.004877841228
1.688,0.004884146543999999
1.689,0.00486293142
1.69,0.004828513452
1.691,0.004784341403999999
1.692,0.00470921757
1.693,0.00462892059
1.694,0.004568689146
1.695,0.004430477315999999
1.696,0.004316337162
1.697,0.004135085454
1.698,0.003976215876
1.699,0.003791532822
1.7,0.003593089548
1.701,0.003371706768
1.702,0.003144001254
1.703,0.002904834696
1.704,0.002645585184
1.705,0.00237372504
1.706,0.00209268561
1.707,0.001805340864
1.708,0.001514547354
1.709,0.0012163163580000001
1.71,0.0009203497019999999
1.711,0.000625550052
1.712,0.000332474784
1.713,4.4555244e-05
1.714,-0.00024393909
1.715,-0.000519822792
1.716,-0.000788826384
1.717,-0.0010423279559999999
1.718,-0.001292398182
1.719,-0.001529265564
1.72,-0.0017563962839999999
1.721,-0.001969766784
1.722,-0.002172216198
1.723,-0.002363221986
1.724,-0.0025421571
1.725,-0.002703900648
1.726,-0.00285646491
1.727,-0.0030027238559999997
1.728,-0.00312661809
1.729,-0.00324706356
1.73,-0.003351449634
1.731,-0.0034437824519999998
1.732,-0.00352522902
1.733,-0.00359577192
1.734,-0.003650847636
1.735,-0.00369557706
1.736,-0.003720815742
1.737,-0.003731144616
1.738,-0.003733426374
1.739,-0.0037162173899999997
1.74,-0.003646824078
1.741,-0.003634213446
1.742,-0.003563653128
1.743,-0.0034759012440000003
1.744,-0.003361203714
1.745,-0.003289493808
1.746,-0.0031300494359999998
1.747,-0.003004448238
1.748,-0.002831801022
1.749,-0.002638513476
1.75,-0.00245097387
1.751,-0.002236453782
1.752,-0.002005316922
1.753,-0.001763276394
1.754,-0.0015097748220000002
1.755,-0.001235615502
1.756,-0.000958024836
1.757,-0.000672387054
1.758,-0.00037643781599999997
1.759,-7.933898999999999e-05
1.76,0.00021718504199999997
1.761,0.000516583044
1.762,0.0008090835179999999
1.763,0.001094146506
1.764,0.001368305826
1.765,0.001646471286
1.766,0.0019103017319999998
1.767,0.0021718330019999997
1.768,0.002421328434
1.769,0.002659362822
1.77,0.0028882005059999998
1.771,0.0031027031760000002
1.772,0.003304595214
1.773,0.0034996071419999995
1.774,0.0036751109099999995
1.775,0.003839136216
1.776,0.003996873624
1.777,0.004139683805999999
1.778,0.00427446429
1.779,0.004386880062
1.78,0.0044947149
1.781,0.004587622512
1.782,0.0046719256320000005
1.783,0.004743060744
1.784,0.004798119042
1.785,0.00484054929
1.786,0.0048698115299999995
1.787,0.004885296132
1.788,0.00488069778
1.789,0.0048657879719999995
1.79,0.004835393562
1.791,0.004788939756
1.792,0.00472585176
1.793,0.004651285302
1.794,0.004581317196
1.795,0.004441938360000001
1.796,0.004347306366
1.797,0.004152869232
1.798,0.003981963816
1.799,0.003801861696
1.8,0.0036022688339999998
1.801,0.003393496686
1.802,0.00316981473
1.803,0.0029346543119999997
1.804,0.002680577946
1.805,0.00240298728
1.806,0.002127103578
1.807,0.0018380344499999998
1.808,0.0015506897039999998
1.809,0.001255890054
1.81,0.0009719766539999999
1.811,0.000657668844
1.812,0.00035828826
1.813,6.634516199999999e-05
1.814,-0.00021927520199999998
1.815,-0.000495158904
1.816,-0.000763587702
1.817,-0.00101651448
1.818,-0.0012642855299999998
1.819,-0.001498871154
1.82,-0.001727726256
1.821,-0.00194280372
1.822,-0.002144695758
1.823,-0.0023328101579999996
1.824,-0.0025146366599999997
1.825,-0.0026821107300000003
1.826,-0.002842129896
1.827,-0.002992969776
1.828,-0.003117438804
1.829,-0.0032396086559999997
1.83,-0.003339971172
1.831,-0.003437477136
1.832,-0.003525803814
1.833,-0.003588317016
1.834,-0.00364166835
1.835,-0.0036852481859999996
1.836,-0.0037162173899999997
1.837,-0.00373572555
1.838,-0.0037265462639999997
1.839,-0.003717941772
1.84,-0.003688122156
1.841,-0.0036428179379999997
1.842,-0.0035825864939999998
1.843,-0.0035051634839999997
1.844,-0.0034116636599999996
1.845,-0.00329696613
1.846,-0.003202891512
1.847,-0.0030124779359999997
1.848,-0.0028455786599999996
1.849,-0.0026614703999999997
1.85,-0.0024618601199999997
1.851,-0.002252513178
1.852,-0.0020265494639999998
1.853,-0.001789664664
1.854,-0.001536163092
1.855,-0.001271740434
1.856,-0.000988419246
1.857,-0.0007068050219999999
1.858,-0.000415436718
1.859,-0.00012006227399999999
1.86,0.00017588696399999999
1.861,0.00047585975999999997
1.862,0.0007741081740000001
1.863,0.001068907824
1.864,0.0013505220479999999
1.865,0.0016263883319999999
1.866,0.0018856378439999998
1.867,0.002148893496
1.868,0.002394957582
1.869,0.002635273728
1.87,0.002865261
1.871,0.003078039288
1.872,0.0032810809140000003
1.873,0.003469787526
1.874,0.0036487226399999997
1.875,0.003817346298
1.876,0.003973359324
1.877,0.004121900027999999
1.878,0.0042578301
1.879,0.0043754015999999995
1.88,0.00452911545
1.881,0.00458589813
1.882,0.004669643874
1.883,0.004735031046
1.884,0.0047906641379999995
1.885,0.004835968356
1.886,0.004862356626
1.887,0.004877841228
1.888,0.004872668082000001
1.889,0.0048663627659999995
1.89,0.004835393562
1.891,0.004794670278
1.892,0.0047315822819999995
1.893,0.00465530886
1.894,0.004568689146
1.895,0.004457422962
1.896,0.004369096284
1.897,0.004193592516
1.898,0.004022112306
1.899,0.003831106518
1.9,0.00363208845
1.901,0.00342045975
1.902,0.0031916046480000002
1.903,0.002950713708
1.904,0.00270179307
1.905,0.002434531278
1.906,0.002158072782
1.907,0.0018718776239999998
1.908,0.0015793597320000001
1.909,0.001283410494
1.91,0.0009840299099999998
1.911,0.0006897876359999999
1.912,0.00039728716199999997
1.913,0.000108792828
1.914,-0.000176844954
1.915,-0.000455585208
1.916,-0.0007308941159999999
1.917,-0.0009907010039999998
1.918,-0.0012396216419999998
1.919,-0.0014776560299999998
1.92,-0.00170191278
1.921,-0.001923870354
1.922,-0.002127486774
1.923,-0.002321923908
1.924,-0.002499726852
1.925,-0.002671207062
1.926,-0.0028249209119999997
1.927,-0.0029660241299999997
1.928,-0.00309735585
1.929,-0.0032183761139999998
1.93,-0.00333136668
1.931,-0.003427723056
1.932,-0.0035143427699999997
1.933,-0.003584310876
1.934,-0.003637644792
1.935,-0.003684098598
1.936,-0.003718516566
1.937,-0.003739174314
1.938,-0.0037380247259999996
1.939,-0.0037253966759999996
1.94,-0.003699600618
1.941,-0.0036433927319999997
1.942,-0.003586035258
1.943,-0.003521797674
1.944,-0.003462715818
1.945,-0.0033141576959999997
1.946,-0.0031621682280000003
1.947,-0.003030836508
1.948,-0.002870242548
1.949,-0.0026889908399999997
1.95,-0.002495703294
1.951,-0.0022863563519999997
1.952,-0.0020626743959999997
1.953,-0.001822933044
1.954,-0.001568281884
1.955,-0.001302152262
1.956,-0.001021112832
1.957,-0.000736624638
1.958,-0.00044525633399999996
1.959,-0.00014988189
1.96,0.00014549255399999998
1.961,0.00044546535
1.962,0.00074313897
1.963,0.001032765474
1.964,0.001310373558
1.965,0.001585682466
1.966,0.001849512912
1.967,0.002112768564
1.968,0.0023599648199999997
1.969,0.0026042871060000003
1.97,0.002833717002
1.971,0.003054524988
1.972,0.003265596312
1.973,0.0034537281299999996
1.974,0.003632663244
1.975,0.0038041608719999996
1.976,0.003961880862
1.977,0.004105265838
1.978,0.004238339358
1.979,0.00436451535
1.98,0.00446832663
1.981,0.004567539557999999
1.982,0.0046518600959999995
1.983,0.004721253408
1.984,0.004783209234
1.985,0.0048308126279999995
1.986,0.004863506214
1.987,0.004885870926
1.988,0.004882422161999999
1.989,0.00486293142
1.99,0.004839974496
1.991,0.004800975594
1.992,0.004741911156
1.993,0.0046725004260000005
1.994,0.004579592814
1.995,0.004463170902
1.996,0.004369096284
1.997,0.004160324136
1.998,0.0040272680339999995
1.999,0.00384946509
