# Seconds,Current (A)
1.622,-0.22435
1.623,-0.21874999999999997
1.624,-0.21283
1.625,-0.20756
1.626,-0.20163
1.627,-0.18977999999999998
1.628,-0.18846000000000002
1.629,-0.17989999999999998
1.63,-0.17068
1.631,-0.16112999999999997
1.632,-0.15191
1.633,-0.14071
1.634,-0.13215
1.635,-0.1203
1.636,-0.10713
1.637,-0.09988
1.638,-0.08703999999999999
1.639,-0.07583999999999999
1.64,-0.06530999999999999
1.641,-0.05411
1.642,-0.040940000000000004
1.643,-0.026779999999999998
1.644,-0.014929999999999999
1.645,-0.00077
1.646,0.01603
1.647,0.02854
1.648,0.045329999999999995
1.649,0.05949
1.65,0.07431
1.651,0.0888
1.652,0.10493
1.653,0.11875999999999999
1.654,0.13161
1.655,0.14412
1.656,0.15696000000000002
1.657,0.17079
1.658,0.18429
1.659,0.19383999999999998
1.66,0.20306
1.661,0.21359999999999998
1.662,0.22083999999999998
1.663,0.22676999999999997
1.664,0.23071999999999998
1.665,0.23303
1.666,0.23434
1.667,0.23632
1.668,0.23632
1.669,0.23335999999999998
1.67,0.2327
1.671,0.22907
1.672,0.22544999999999998
1.673,0.21919999999999998
1.674,0.21260999999999997
1.675,0.20667999999999997
1.676,0.20372
1.677,0.19581999999999997
1.678,0.18824
1.679,0.17902
1.68,0.16882
1.681,0.16025
1.682,0.15136
1.683,0.14181
1.684,0.13258999999999999
1.685,0.12205999999999999
1.686,0.11019999999999999
1.687,0.09834999999999999
1.688,0.10361999999999999
1.689,0.07596
1.69,0.06641
1.691,0.05388999999999999
1.692,0.04237
1.693,0.029199999999999997
1.694,0.01043
1.695,-0.0017499999999999998
1.696,-0.00077
1.697,-0.01394
1.698,-0.043899999999999995
1.699,-0.058719999999999994
1.7,-0.07321
1.701,-0.08933999999999999
1.702,-0.10449
1.703,-0.11832
1.704,-0.13082999999999997
1.705,-0.14236
1.706,-0.15685
1.707,-0.17068
1.708,-0.18318999999999996
1.709,-0.19504
1.71,-0.20360999999999999
1.711,-0.21283
1.712,-0.21842
1.713,-0.22665999999999997
1.714,-0.23224999999999998
1.715,-0.23588
1.716,-0.23917
1.717,-0.23851
1.718,-0.23817999999999998
1.719,-0.23522
1.72,-0.23224999999999998
1.721,-0.23027999999999998
1.722,-0.22633
1.723,-0.22072999999999998
1.724,-0.21579
1.725,-0.20756
1.726,-0.20096999999999998
1.727,-0.19471999999999998
1.728,-0.18846000000000002
1.729,-0.18121
1.73,-0.17232
1.731,-0.16343
1.732,-0.15322999999999998
1.733,-0.14302
1.734,-0.13280999999999998
1.735,-0.12358999999999999
1.736,-0.11206999999999999
1.737,-0.10021
1.738,-0.08868999999999999
1.739,-0.07782
1.74,-0.06398999999999999
1.741,-0.05345
1.742,-0.043239999999999994
1.743,-0.03501
1.744,-0.013279999999999998
1.745,-0.00043999999999999996
1.746,0.024919999999999998
1.747,0.026889999999999997
1.748,0.04171
1.749,0.05653
1.75,0.07200999999999999
1.751,0.08649
1.752,0.10196999999999999
1.753,0.11745
1.754,0.13095
1.755,0.14511
1.756,0.15728999999999999
1.757,0.16913999999999998
1.758,0.17934999999999998
1.759,0.19317999999999996
1.76,0.20174
1.761,0.21194999999999997
1.762,0.22018
1.763,0.22578
1.764,0.23105
1.765,0.2327
1.766,0.235
1.767,0.23698
1.768,0.23764
1.769,0.23532999999999998
1.77,0.2327
1.771,0.22874999999999998
1.772,0.22413999999999998
1.773,0.21886999999999998
1.774,0.21426
1.775,0.20899
1.776,0.2024
1.777,0.19449999999999998
1.778,0.18824
1.779,0.18000999999999998
1.78,0.16946999999999998
1.781,0.16157
1.782,0.154
1.783,0.14312999999999998
1.784,0.13391
1.785,0.12172999999999999
1.786,0.11119
1.787,0.10031999999999999
1.788,0.08682
1.789,0.07629
1.79,0.06541999999999999
1.791,0.05488
1.792,0.03974
1.793,0.026559999999999997
1.794,0.01965
1.795,0.0031799999999999997
1.796,-0.00208
1.797,-0.02546
1.798,-0.03929
1.799,-0.05477
1.8,-0.07255
1.801,-0.08638
1.802,-0.10219
1.803,-0.11469999999999998
1.804,-0.13018
1.805,-0.14368
1.806,-0.15685
1.807,-0.17134
1.808,-0.18417999999999998
1.809,-0.19405999999999998
1.81,-0.20360999999999999
1.811,-0.21019
1.812,-0.21808999999999998
1.813,-0.22369
1.814,-0.23093999999999998
1.815,-0.23522
1.816,-0.23686
1.817,-0.23718999999999998
1.818,-0.23522
1.819,-0.23620999999999998
1.82,-0.23456
1.821,-0.23258
1.822,-0.22829999999999998
1.823,-0.2227
1.824,-0.21677999999999997
1.825,-0.20854999999999999
1.826,-0.20195999999999997
1.827,-0.19471999999999998
1.828,-0.20722999999999997
1.829,-0.18121
1.83,-0.17232
1.831,-0.16244999999999998
1.832,-0.15224
1.833,-0.14465999999999998
1.834,-0.13479
1.835,-0.12557
1.836,-0.11535999999999999
1.837,-0.10087
1.838,-0.09065999999999999
1.839,-0.08045
1.84,-0.06727999999999999
1.841,-0.05675
1.842,-0.04291999999999999
1.843,-0.0304
1.844,-0.004719999999999999
1.845,-0.00274
1.846,0.01208
1.847,0.02327
1.848,0.03941
1.849,0.055869999999999996
1.85,0.07102
1.851,0.08616
1.852,0.10097999999999999
1.853,0.11414999999999999
1.854,0.12733
1.855,0.14148
1.856,0.15564
1.857,0.16848999999999997
1.858,0.18198999999999999
1.859,0.19285
1.86,0.20174
1.861,0.20965
1.862,0.21919999999999998
1.863,0.22512
1.864,0.22973
1.865,0.23303
1.866,0.23466999999999996
1.867,0.23598999999999998
1.868,0.23401
1.869,0.23237
1.87,0.23137999999999997
1.871,0.22874999999999998
1.872,0.22610999999999998
1.873,0.22249
1.874,0.21722
1.875,0.20965
1.876,0.20273
1.877,0.19549
1.878,0.19022
1.879,0.18067
1.88,0.17309999999999998
1.881,0.16091
1.882,0.15234999999999999
1.883,0.14246999999999999
1.884,0.13324999999999998
1.885,0.12403
1.886,0.11284
1.887,0.10262999999999999
1.888,0.09143
1.889,0.07859
1.89,0.06805
1.891,0.055869999999999996
1.892,0.043359999999999996
1.893,0.03249
1.894,0.021949999999999997
1.895,0.00253
1.896,0.004829999999999999
1.897,-0.031389999999999994
1.898,-0.022499999999999996
1.899,-0.05609
1.9,-0.07057999999999999
1.901,-0.08638
1.902,-0.10087
1.903,-0.11568999999999999
1.904,-0.12819999999999998
1.905,-0.14137
1.906,-0.15322999999999998
1.907,-0.16673
1.908,-0.17890999999999999
1.909,-0.19307
1.91,-0.20195999999999997
1.911,-0.21283
1.912,-0.21874999999999997
1.913,-0.22665999999999997
1.914,-0.23027999999999998
1.915,-0.23423
1.916,-0.23785
1.917,-0.23983
1.918,-0.23883999999999997
1.919,-0.23785
1.92,-0.23324
1.921,-0.22863
1.922,-0.22566999999999998
1.923,-0.22238
1.924,-0.21777
1.925,-0.21052
1.926,-0.20459
1.927,-0.19636
1.928,-0.18944999999999998
1.929,-0.18121
1.93,-0.17298
1.931,-0.16541
1.932,-0.15652
1.933,-0.14565
1.934,-0.13577
1.935,-0.12358999999999999
1.936,-0.11206999999999999
1.937,-0.10186
1.938,-0.09165
1.939,-0.08177
1.94,-0.06959
1.941,-0.05642
1.942,-0.04423
1.943,-0.02843
1.944,-0.005379999999999999
1.945,-0.00505
1.946,0.015039999999999998
1.947,0.01899
1.948,0.03644
1.949,0.05554
1.95,0.07003
1.951,0.08583999999999999
1.952,0.09901
1.953,0.11218
1.954,0.12600999999999998
1.955,0.14082999999999998
1.956,0.15433
1.957,0.16716999999999999
1.958,0.18067
1.959,0.19022
1.96,0.19977
1.961,0.20865999999999998
1.962,0.2159
1.963,0.22413999999999998
1.964,0.23105
1.965,0.23434
1.966,0.23730999999999997
1.967,0.23664999999999997
1.968,0.23565999999999998
1.969,0.23532999999999998
1.97,0.23335999999999998
1.971,0.23137999999999997
1.972,0.2271
1.973,0.22216
1.974,0.21524000000000001
1.975,0.20899
1.976,0.20206999999999997
1.977,0.20601999999999998
1.978,0.18956
1.979,0.18495
1.98,0.17507
1.981,0.16518999999999998
1.982,0.15530999999999998
1.983,0.14378999999999997
1.984,0.1349
1.985,0.12435999999999998
1.986,0.11546999999999999
1.987,0.10394999999999999
1.988,0.09275
1.989,0.07924999999999999
1.99,0.06641
1.991,0.05488
1.992,0.04402
1.993,0.03249
1.994,0.022609999999999998
1.995,0.00977
1.996,0.0008799999999999999
1.997,-0.014599999999999998
1.998,-0.03995
1.999,-0.05411
