Time (s),Temperature (K)
0.081,1668.8197041237636
0.082,1668.7567547161393
0.083,1668.6093634631934
0.084,1668.5541568450553
0.085,1668.4959159022305
0.086,1668.4685176416692
0.087,1668.3467816204275
0.088,1668.208467561422
0.089,1668.2341996587525
0.09,1668.272010736443
0.091,1668.3402775232057
0.092,1668.388683403472
0.093,1668.2650501325852
0.094,1668.272258108765
0.095,1668.2866770917603
0.096,1668.2504785775527
0.097,1668.2563489086097
0.098,1668.266409515365
0.099,1668.316033850187
0.1,1668.4175848105165
0.101,1667.7456145778483
0.102,1667.9524738671635
0.103,1668.1596496816342
0.104,1668.2846551812759
