# Seconds,DAQ1/ai0,DAQ1/ai1,DAQ1/ai2
0.100000,-0.007420,0.166406,-2.614709
0.101000,-0.009231,0.160486,-3.292231
0.102000,-0.011042,0.153579,-3.951337
0.103000,-0.012820,0.145028,-4.586765
0.104000,-0.014499,0.135490,-5.200158
0.105000,-0.016409,0.125295,-5.784281
0.106000,-0.017693,0.113783,-6.333214
0.107000,-0.019142,0.101615,-6.832484
0.108000,-0.019965,0.089117,-7.278474
0.109000,-0.020953,0.076290,-7.656711
0.110000,-0.021579,0.062148,-7.955683
0.111000,-0.021875,0.048334,-8.171444
0.112000,-0.022040,0.034521,-8.296756
0.113000,-0.021842,0.020707,-8.328002
0.114000,-0.021414,0.007552,-8.267155
0.115000,-0.021052,-0.005933,-8.116188
0.116000,-0.020426,-0.018431,-7.877733
0.117000,-0.019472,-0.029942,-7.561658
0.118000,-0.018352,-0.043098,-7.175528
0.119000,-0.017002,-0.051978,-6.728223
0.120000,-0.015948,-0.061516,-6.225006
0.121000,-0.014499,-0.070396,-5.676731
0.122000,-0.013018,-0.077960,-5.093595
0.123000,-0.011141,-0.085525,-4.478229
0.124000,-0.009791,-0.090129,-3.841157
0.125000,-0.008408,-0.096378,-3.184683
0.126000,-0.006761,-0.100325,-2.512094
0.127000,-0.007255,-0.104600,-1.826351
0.128000,-0.000274,-0.101969,-1.133703
0.129000,-0.004753,-0.101311,-0.431190
0.130000,-0.000110,-0.105587,0.271322
0.131000,0.004500,-0.099996,0.985344
0.132000,0.004533,-0.098680,1.699037
0.133000,0.006476,-0.095063,2.392666
0.134000,0.008682,-0.088485,3.064588
0.135000,0.010493,-0.082565,3.718749
0.136000,0.012304,-0.074342,4.356137
0.137000,0.013720,-0.065462,4.976094
0.138000,0.015630,-0.055596,5.573029
0.139000,0.017211,-0.044413,6.134772
0.140000,0.018429,-0.032573,6.645867
0.141000,0.019582,-0.020733,7.092829
0.142000,0.020405,-0.006920,7.485523
0.143000,0.021294,0.006236,7.825596
0.144000,0.021788,0.020049,8.079499
0.145000,0.022084,0.033863,8.240985
0.146000,0.021854,0.048005,8.310709
0.147000,0.021623,0.061161,8.287029
0.148000,0.021129,0.074317,8.173233
0.149000,0.020602,0.087143,7.946628
0.150000,0.019713,0.099641,7.682858
0.151000,0.018693,0.110823,7.318776
0.152000,0.017375,0.122006,6.892206
0.153000,0.016223,0.131215,6.411040
0.154000,0.015070,0.140753,5.882185
0.155000,0.013589,0.149304,5.303997
0.156000,0.012107,0.156210,4.706076
0.157000,0.010395,0.162788,4.073950
0.158000,0.008682,0.167722,3.421433
0.159000,0.007003,0.172655,2.757405
0.160000,0.005258,0.175286,2.078576
0.161000,0.003677,0.180548,1.395142
0.162000,-0.000834,0.176602,0.702827
0.163000,-0.000077,0.177588,0.005907
0.164000,-0.000340,0.174957,-0.695290
0.165000,-0.003501,0.173642,-1.416551
0.166000,-0.006926,0.168379,-2.119395
0.167000,-0.007815,0.163446,-2.808427
0.168000,-0.009824,0.158842,-3.479372
0.169000,-0.011635,0.150948,-4.134861
0.170000,-0.013347,0.142397,-4.763382
0.171000,-0.014894,0.132859,-5.368882
0.172000,-0.016804,0.122006,-5.943139
0.173000,-0.017990,0.110495,-6.479574
0.174000,-0.019472,0.098326,-6.966018
0.175000,-0.020328,0.085499,-7.391616
0.176000,-0.021118,0.072014,-7.748475
0.177000,-0.021678,0.058201,-8.025411
0.178000,-0.022106,0.044387,-8.217161
0.179000,-0.021809,0.031232,-8.314517
0.180000,-0.021875,0.017089,-8.321753
0.181000,-0.021348,0.003605,-8.233935
0.182000,-0.020822,-0.009222,-8.058630
0.183000,-0.020097,-0.021720,-7.795508
0.184000,-0.019274,-0.033560,-7.457067
0.185000,-0.018418,-0.045400,-7.052848
0.186000,-0.016541,-0.054938,-6.593373
0.187000,-0.015454,-0.064805,-6.075685
0.188000,-0.014005,-0.073685,-5.515571
0.189000,-0.012754,-0.080920,-4.921911
0.190000,-0.011174,-0.087498,-4.299638
0.191000,-0.008869,-0.093089,-3.655989
0.192000,-0.007683,-0.097365,-2.963008
0.193000,-0.006465,-0.101640,-2.320678
0.194000,-0.005444,-0.105258,-1.636909
0.195000,-0.000999,-0.101311,-0.942617
0.196000,0.002261,-0.104600,-0.240433
0.197000,0.003974,-0.106574,0.464381
0.198000,0.005027,-0.099667,1.190901
0.199000,0.005192,-0.099009,1.896371
0.200000,0.007036,-0.093418,2.584738
0.201000,0.008979,-0.087169,3.254028
0.202000,0.010856,-0.079934,3.901941
0.203000,0.012765,-0.072040,4.535053
0.204000,0.014379,-0.062502,5.149748
0.205000,0.015927,-0.051978,5.736487
0.206000,0.017408,-0.041782,6.289351
0.207000,0.018791,-0.029284,6.778081
0.208000,0.019977,-0.016786,7.208598
0.209000,0.020701,-0.003631,7.588466
0.210000,0.021524,0.009525,7.907819
0.211000,0.021788,0.023667,8.135082
0.212000,0.021953,0.037810,8.271900
0.213000,0.021854,0.051623,8.313012
0.214000,0.021492,0.065436,8.264336
0.215000,0.020965,0.077934,8.122913
0.216000,0.020866,0.090432,7.895978
0.217000,0.019351,0.102601,7.587808
0.218000,0.018297,0.113783,7.204322
0.219000,0.017211,0.124308,6.759005
0.220000,0.015795,0.134175,6.263039
0.221000,0.014511,0.143055,5.721029
0.222000,0.013292,0.151277,5.141526
0.223000,0.011547,0.158184,4.529133
0.224000,0.010131,0.164762,3.887799
0.225000,0.008485,0.169366,3.233308
0.226000,0.006641,0.172984,2.562373
0.227000,0.005060,0.175615,1.883544
0.228000,0.000648,0.176602,1.201426
0.229000,0.003842,0.176273,0.501217
0.230000,-0.000538,0.177588,-0.195703
0.231000,0.000714,0.180548,-0.899203
0.232000,-0.006761,0.170024,-1.618820
0.233000,-0.006168,0.169366,-2.319033
0.234000,-0.008144,0.163446,-3.004119
0.235000,-0.010219,0.155882,-3.674736
0.236000,-0.011964,0.148646,-4.315096
0.237000,-0.013940,0.139766,-4.938684
0.238000,-0.015553,0.129570,-5.535634
0.239000,-0.017068,0.119375,-6.101340
0.240000,-0.018451,0.106877,-6.624948
0.241000,-0.019537,0.094708,-7.095934
0.242000,-0.020624,0.081552,-7.502456
0.243000,-0.021414,0.067739,-7.837607
0.244000,-0.021875,0.054254,-8.089876
0.245000,-0.022139,0.040441,-8.251696
0.246000,-0.021908,0.026627,-8.324713
0.247000,-0.021711,0.013472,-8.304979
0.248000,-0.021316,-0.000671,-8.192494
0.249000,-0.020591,-0.012840,-7.990218
0.250000,-0.019801,-0.025338,-7.704073
0.251000,-0.018747,-0.037178,-7.345241
0.252000,-0.017529,-0.047373,-6.923918
0.253000,-0.017496,-0.057898,-6.446355
0.254000,-0.015092,-0.066778,-5.918143
0.255000,-0.013940,-0.075329,-5.348162
0.256000,-0.012227,-0.082565,-4.745293
0.257000,-0.010614,-0.089142,-4.114798
0.258000,-0.009099,-0.094405,-3.462599
0.259000,-0.008342,-0.099667,-2.800534
0.260000,-0.004588,-0.100983,-2.124328
0.261000,-0.001394,-0.101311,-1.438586
0.262000,-0.003172,-0.108218,-0.739361
0.263000,-0.000110,-0.104929,-0.032573
0.264000,0.002953,-0.103943,0.680463
0.265000,0.005653,-0.100325,1.393498
0.266000,0.005455,-0.097036,2.096336
0.267000,0.007629,-0.091774,2.778454
0.268000,0.009769,-0.085525,3.441824
0.269000,0.011415,-0.077631,4.091052
0.270000,0.013194,-0.069738,4.716271
0.271000,0.014807,-0.060200,5.322744
0.272000,0.016552,-0.049676,5.902576
0.273000,0.018001,-0.038164,6.438666
0.274000,0.019219,-0.025338,6.908979
0.275000,0.020109,-0.012840,7.324696
0.276000,0.020965,-0.000013,7.687133
0.277000,0.021524,0.013801,7.982148
0.278000,0.021821,0.027943,8.184087
0.279000,0.022018,0.041427,8.293607
0.280000,0.021821,0.054912,8.310381
0.281000,0.021360,0.068725,8.233420
0.282000,0.020734,0.081881,8.065357
0.283000,0.020010,0.094379,7.812769
0.284000,0.018989,0.106548,7.485194
0.285000,0.018034,0.117072,7.083291
0.286000,0.016816,0.126939,6.623174
0.287000,0.015433,0.137135,6.110106
0.288000,0.014083,0.145686,5.554940
0.289000,0.012667,0.153250,4.964254
0.290000,0.011218,0.159828,4.346600
0.291000,0.009506,0.165419,3.703621
0.292000,0.007859,0.170682,3.041237
0.293000,0.005949,0.174299,2.368657
0.294000,0.004797,0.176273,1.685552
0.295000,0.001965,0.176602,0.993896
0.296000,-0.000241,0.180548,0.300594
0.297000,-0.003732,0.182522,-0.390078
0.298000,-0.005378,0.172326,-1.104103
0.299000,-0.006070,0.170353,-1.824378
0.300000,-0.006926,0.167064,-2.519987
0.301000,-0.008737,0.161144,-3.200141
0.302000,-0.010548,0.153908,-3.857602
0.303000,-0.012721,0.145686,-4.497305
0.304000,-0.014598,0.136806,-5.114316
0.305000,-0.015849,0.126610,-5.704030
0.306000,-0.017463,0.115757,-6.257896
0.307000,-0.018846,0.103259,-6.767033
0.308000,-0.020064,0.091419,-7.218285
0.309000,-0.021052,0.078263,-7.607376
0.310000,-0.021513,0.064450,-7.919504
0.311000,-0.021941,0.050636,-8.145131
0.312000,-0.021941,0.036494,-8.283271
0.313000,-0.021974,0.022352,-8.326357
0.314000,-0.021513,0.009525,-8.279982
0.315000,-0.021184,-0.003960,-8.140856
0.316000,-0.020361,-0.016129,-7.916544
0.317000,-0.019406,-0.028955,-7.609678
0.318000,-0.018319,-0.039809,-7.229796
0.319000,-0.017397,-0.050662,-6.789069
0.320000,-0.016442,-0.060529,-6.297693
0.321000,-0.014730,-0.069409,-5.757311
0.322000,-0.013215,-0.077631,-5.180095
0.323000,-0.011668,-0.084209,-4.565057
0.324000,-0.010186,-0.090787,-3.926670
0.325000,-0.008737,-0.096707,-3.272497
0.326000,-0.006827,-0.099338,-2.604184
0.327000,-0.006728,-0.105258,-1.926006
0.328000,-0.001427,-0.102627,-1.238949
0.329000,0.002986,-0.105916,-0.538408
0.330000,0.000055,-0.103943,0.173313
0.331000,0.004994,-0.099667,0.888322
0.332000,0.004599,-0.100325,1.602014
0.333000,0.006410,-0.094734,2.295315
0.334000,0.008320,-0.090129,2.969868
0.335000,0.010164,-0.083551,3.629949
0.336000,0.011876,-0.075658,4.271613
0.337000,0.013556,-0.066778,4.893214
0.338000,0.015466,-0.057240,5.492780
0.339000,0.017013,-0.046058,6.059457
0.340000,0.018396,-0.034875,6.581076
0.341000,0.019450,-0.022378,7.033957
0.342000,0.020339,-0.009222,7.433230
0.343000,0.021162,0.003934,7.783498
0.344000,0.021722,0.017747,8.051544
0.345000,0.022018,0.032218,8.226185
0.346000,0.021953,0.045374,8.310381
0.347000,0.021656,0.058530,8.297554
0.348000,0.021129,0.072672,8.193953
0.349000,0.020635,0.085499,8.000566
0.350000,0.019812,0.097668,7.723640
0.351000,0.018923,0.109179,7.373372
0.352000,0.017672,0.120032,6.928055
0.353000,0.016355,0.130228,6.482409
0.354000,0.015038,0.139766,5.954541
0.355000,0.013720,0.147988,5.387206
0.356000,0.012304,0.155224,4.787312
0.357000,0.010592,0.161802,4.161435
0.358000,0.009077,0.167393,3.507273
0.359000,0.007365,0.171997,2.849823
0.360000,0.005883,0.174957,2.172639
0.361000,0.003480,0.177259,1.487231
0.362000,0.005093,0.181206,0.799521
0.363000,-0.000011,0.177917,0.098654
0.364000,-0.004851,0.179562,-0.597609
0.365000,-0.003995,0.173642,-1.318541
0.366000,-0.004357,0.171339,-2.025989
0.367000,-0.007519,0.165091,-2.719626
0.368000,-0.009593,0.159828,-3.392544
0.369000,-0.011602,0.152264,-4.047704
0.370000,-0.013281,0.143713,-4.677540
0.371000,-0.014730,0.133846,-5.287645
0.372000,-0.016310,0.123321,-5.867492
0.373000,-0.017891,0.111810,-6.409847
0.374000,-0.019208,0.099641,-6.903855
0.375000,-0.020262,0.087143,-7.338334
0.376000,-0.021151,0.073988,-7.706375
0.377000,-0.021513,0.060503,-7.992849
0.378000,-0.021941,0.046361,-8.196112
0.379000,-0.022172,0.032218,-8.304979
0.380000,-0.021941,0.018734,-8.324713
0.381000,-0.021513,0.005578,-8.250052
0.382000,-0.020953,-0.007249,-8.086258
0.383000,-0.019998,-0.020733,-7.838594
0.384000,-0.019109,-0.031586,-7.508376
0.385000,-0.018220,-0.043427,-7.109747
0.386000,-0.017134,-0.053622,-6.653233
0.387000,-0.015685,-0.063160,-6.146399
0.388000,-0.014499,-0.072040,-5.596480
0.389000,-0.012787,-0.079605,-5.007753
0.390000,-0.011470,-0.086511,-4.385809
0.391000,-0.009791,-0.092102,-3.742489
0.392000,-0.008078,-0.097036,-3.082067
0.393000,-0.006860,-0.101640,-2.409808
0.394000,-0.007156,-0.105916,-1.726696
0.395000,0.001504,-0.099996,-1.012671
0.396000,0.003414,-0.109205,-0.338771
0.397000,0.001372,-0.106903,0.378212
0.398000,0.003677,-0.099996,1.094536
0.399000,0.005291,-0.098680,1.802637
0.400000,0.007003,-0.094405,2.491004
0.401000,0.008715,-0.088156,3.164570
0.402000,0.010526,-0.081578,3.813799
0.403000,0.012403,-0.073027,4.452173
0.404000,0.014379,-0.063818,5.067854
0.405000,0.015861,-0.053622,5.658540
0.406000,0.017408,-0.042769,6.215021
0.407000,0.018627,-0.030929,6.716578
0.408000,0.019680,-0.018760,7.152687
0.409000,0.020537,-0.005604,7.539132
0.410000,0.021393,0.008209,7.868352
0.411000,0.021755,0.021694,8.109428
0.412000,0.021985,0.035507,8.258416
0.413000,0.021854,0.049979,8.315643
0.414000,0.021426,0.062805,8.278807
0.415000,0.021162,0.075961,8.148566
0.416000,0.020372,0.089446,7.930841
0.417000,0.019549,0.101286,7.630235
0.418000,0.018462,0.112139,7.260891
0.419000,0.015005,0.123650,6.826428
0.420000,0.015927,0.132859,6.339342
0.421000,0.014741,0.141739,5.797660
0.422000,0.013358,0.149962,5.219472
0.423000,0.011843,0.156868,4.610698
0.424000,0.010197,0.163446,3.976599
0.425000,0.007958,0.168708,3.325397
0.426000,0.006805,0.172655,2.658409
0.427000,0.005455,0.175944,1.979909
0.428000,0.003084,0.176273,1.289239
0.429000,0.005093,0.180877,0.603502
0.430000,-0.000505,0.177917,-0.099009
0.431000,-0.006432,0.170682,-0.807771
0.432000,-0.002118,0.174957,-1.518836
0.433000,-0.006168,0.168708,-2.224641
0.434000,-0.008012,0.164104,-2.914002
0.435000,-0.010054,0.157526,-3.581330
0.436000,-0.011964,0.149633,-4.229254
0.437000,-0.013643,0.140753,-4.855145
0.438000,-0.015224,0.131215,-5.465578
0.439000,-0.016870,0.120032,-6.027008
0.440000,-0.018253,0.108521,-6.555550
0.441000,-0.019669,0.096352,-7.034758
0.442000,-0.020558,0.083197,-7.450818
0.443000,-0.021217,0.070041,-7.797152
0.444000,-0.021711,0.055899,-8.058301
0.445000,-0.022007,0.042414,-8.237224
0.446000,-0.022106,0.028930,-8.319121
0.447000,-0.021744,0.015445,-8.310899
0.448000,-0.021283,0.001632,-8.211899
0.449000,-0.020723,-0.011195,-8.022122
0.450000,-0.019834,-0.025009,-7.749790
0.451000,-0.019011,-0.035204,-7.401812
0.452000,-0.017759,-0.045729,-6.985094
0.453000,-0.016541,-0.056253,-6.512793
0.454000,-0.015059,-0.065791,-5.990829
0.455000,-0.013874,-0.074671,-5.428413
0.456000,-0.012425,-0.082236,-4.831135
0.457000,-0.010877,-0.087827,-4.204258
0.458000,-0.009132,-0.093747,-3.555347
0.459000,-0.007354,-0.098351,-2.889664
0.460000,-0.004983,-0.100654,-2.211814
0.461000,-0.001624,-0.100654,-1.527058
0.462000,-0.004292,-0.109534,-0.839673
0.463000,-0.000538,-0.105258,-0.132885
0.464000,0.003381,-0.105258,0.576533
0.465000,0.004698,-0.100983,1.298448
0.466000,0.005258,-0.097694,2.004905
0.467000,0.007299,-0.092760,2.687022
0.468000,0.009473,-0.086840,3.351380
0.469000,0.011251,-0.078947,3.998963
0.470000,0.012963,-0.070725,4.631089
0.471000,0.014609,-0.061516,5.240850
0.472000,0.015894,-0.050662,5.822656
0.473000,0.017804,-0.039480,6.366969
0.474000,0.019055,-0.027640,6.847477
0.475000,0.020043,-0.014484,7.270758
0.476000,0.020899,-0.001328,7.641417
0.477000,0.021524,0.012156,7.947943
0.478000,0.021920,0.025970,8.161393
0.479000,0.021985,0.040112,8.284069
0.480000,0.021854,0.053596,8.312683
0.481000,0.021524,0.066752,8.246247
0.482000,0.020800,0.079908,8.093971
0.483000,0.020076,0.092734,7.852894
0.484000,0.019187,0.104575,7.531568
0.485000,0.018166,0.116086,7.139860
0.486000,0.017013,0.125952,6.689938
0.487000,0.015762,0.135161,6.187724
0.488000,0.014346,0.144370,5.637162
0.489000,0.012864,0.151935,5.049108
0.490000,0.011317,0.159499,4.430138
0.491000,0.009999,0.164433,3.788145
0.492000,0.008188,0.169037,3.133655
0.493000,0.006377,0.171011,2.464364
0.494000,0.004797,0.176273,1.783233
0.495000,0.001734,0.175615,1.089932
0.496000,0.000911,0.175286,0.400248
0.497000,-0.002941,0.179562,-0.311144
0.498000,-0.001196,0.178246,-1.008724
0.499000,-0.005707,0.171011,-1.718145
0.500000,-0.006695,0.167722,-2.421319
0.501000,-0.008506,0.161802,-3.105748
0.502000,-0.010449,0.155224,-3.769787
0.503000,-0.012524,0.147330,-4.411463
0.504000,-0.014302,0.137793,-5.030118
0.505000,-0.016047,0.128255,-5.622463
0.506000,-0.017134,0.117072,-6.182907
0.507000,-0.018681,0.105232,-6.698622
0.508000,-0.019834,0.093063,-7.159083
0.509000,-0.020887,0.080237,-7.556396
0.510000,-0.021480,0.066094,-7.880365
0.511000,-0.021744,0.052610,-8.120793
0.512000,-0.021974,0.038796,-8.271430
0.513000,-0.022040,0.024654,-8.327344
0.514000,-0.021711,0.011498,-8.293138
0.515000,-0.021250,-0.001657,-8.167168
0.516000,-0.020492,-0.014484,-7.952723
0.517000,-0.019735,-0.026982,-7.659013
0.518000,-0.018648,-0.038822,-7.290643
0.519000,-0.017496,-0.049347,-6.855836
0.520000,-0.016277,-0.058556,-6.369393
0.521000,-0.014763,-0.068093,-5.834602
0.522000,-0.013347,-0.076645,-5.258373
0.523000,-0.011602,-0.083551,-4.653860
0.524000,-0.010482,-0.090458,-3.998369
0.525000,-0.009000,-0.095063,-3.369521
0.526000,-0.006893,-0.099009,-2.698577
0.527000,-0.003896,-0.100654,-2.018096
0.528000,-0.001493,-0.101969,-1.328407
0.529000,-0.004983,-0.103943,-0.637405
0.530000,-0.000011,-0.104600,0.075961
0.531000,0.004303,-0.101640,0.789654
0.532000,0.003908,-0.099996,1.502031
0.533000,0.006246,-0.096378,2.200594
0.534000,0.008090,-0.091445,2.877779
0.535000,0.009934,-0.084538,3.538189
0.536000,0.011712,-0.076645,4.180839
0.537000,0.013391,-0.068751,4.806058
0.538000,0.015268,-0.058556,5.409900
0.539000,0.016651,-0.047702,5.983483
0.540000,0.018001,-0.036191,6.512996
0.541000,0.019285,-0.024351,6.973441
0.542000,0.020339,-0.011524,7.382252
0.543000,0.021162,0.001960,7.738440
0.544000,0.021656,0.015774,8.018983
0.545000,0.021920,0.029587,8.206451
0.546000,0.021887,0.043730,8.302487
0.547000,0.021722,0.057543,8.304789
0.548000,0.019384,0.070699,8.216318
0.549000,0.020635,0.083525,8.038059
0.550000,0.019779,0.095694,7.771329
0.551000,0.018923,0.107535,7.429283
0.552000,0.017935,0.118388,7.018499
0.553000,0.016783,0.128912,6.553778
0.554000,0.015597,0.138121,6.037421
0.555000,0.013720,0.146673,5.477651
0.556000,0.012535,0.154237,4.879072
0.557000,0.010921,0.161144,4.253853
0.558000,0.009341,0.166406,3.606927
0.559000,0.007530,0.171339,2.946845
0.560000,0.005258,0.174628,2.273608
0.561000,0.003941,0.177259,1.592476
0.562000,0.005093,0.180877,0.901148
0.563000,0.002327,0.178904,0.204229
0.564000,-0.005839,0.172984,-0.503546
0.565000,-0.002448,0.176273,-1.213953
0.566000,-0.007453,0.169037,-1.920086
0.567000,-0.006926,0.166406,-2.615695
0.568000,-0.009033,0.159828,-3.291902
0.569000,-0.011141,0.153250,-3.951995
0.570000,-0.012952,0.145028,-4.586765
0.571000,-0.014598,0.135819,-5.199500
0.572000,-0.016179,0.125295,-5.783952
0.573000,-0.017595,0.113783,-6.332885
0.574000,-0.019076,0.102272,-6.834457
0.575000,-0.020097,0.089117,-7.277487
0.576000,-0.021052,0.075632,-7.656053
0.577000,-0.021513,0.062476,-7.955683
0.578000,-0.021875,0.048334,-8.171773
0.579000,-0.022238,0.035178,-8.295440
0.580000,-0.021941,0.021036,-8.327015
0.581000,-0.021546,0.007552,-8.267155
0.582000,-0.020789,-0.005604,-8.115859
0.583000,-0.020130,-0.018760,-7.876418
0.584000,-0.019373,-0.030271,-7.560343
0.585000,-0.018154,-0.039809,-7.176185
0.586000,-0.017101,-0.052307,-6.728223
0.587000,-0.015751,-0.061844,-6.225335
0.588000,-0.014368,-0.070725,-5.676073
0.589000,-0.013116,-0.078289,-5.091622
0.590000,-0.011766,-0.085854,-4.477242
0.591000,-0.011766,-0.091445,-3.839842
0.592000,-0.008144,-0.096707,-3.183696
0.593000,-0.006564,-0.099667,-2.510120
0.594000,-0.003995,-0.100983,-1.823720
0.595000,-0.001427,-0.101969,-1.138636
0.596000,0.004072,-0.106245,-0.443359
0.597000,0.000845,-0.102956,0.264087
0.598000,0.000977,-0.104929,0.982713
0.599000,0.004270,-0.099667,1.701010
0.600000,0.006443,-0.094405,2.392995
0.601000,0.008452,-0.088814,3.066561
0.602000,0.010428,-0.082565,3.722696
0.603000,0.012304,-0.074342,4.359097
0.604000,0.013885,-0.065462,4.978068
0.605000,0.015433,-0.054938,5.574344
0.606000,0.017112,-0.044742,6.136746
0.607000,0.018495,-0.032573,6.649156
0.608000,0.019713,-0.020404,7.094144
0.609000,0.020504,-0.007249,7.487168
0.610000,0.021195,0.006565,7.827569
0.611000,0.021722,0.019721,8.081144
0.612000,0.021985,0.033534,8.241971
0.613000,0.021953,0.047676,8.311038
0.614000,0.021656,0.060832,8.287029
0.615000,0.021096,0.074645,8.171918
0.616000,0.020438,0.087472,7.966361
0.617000,0.019582,0.099312,7.681871
0.618000,0.018627,0.111152,7.318118
0.619000,0.017441,0.121677,6.889575
0.620000,0.016223,0.131544,6.409395
0.621000,0.014807,0.140753,5.878567
0.622000,0.013556,0.149962,5.311562
0.623000,0.012074,0.156868,4.704431
0.624000,0.010493,0.162459,4.069017
0.625000,0.008913,0.167722,3.418802
0.626000,0.007069,0.171997,2.752800
0.627000,0.005258,0.175286,2.077589
0.628000,0.003578,0.178904,1.390209
0.629000,0.001537,0.178904,0.701841
0.630000,-0.000077,0.177917,0.002618
0.631000,-0.002711,0.173642,-0.702197
0.632000,-0.003205,0.174299,-1.420168
0.633000,-0.004785,0.171011,-2.122355
0.634000,-0.006465,0.165091,-2.812703
0.635000,-0.009791,0.158184,-3.483648
0.636000,-0.011668,0.150948,-4.136177
0.637000,-0.013413,0.142397,-4.767329
0.638000,-0.015059,0.132859,-5.371843
0.639000,-0.016640,0.122335,-5.946428
0.640000,-0.018418,0.110166,-6.482534
0.641000,-0.019406,0.098654,-6.968649
0.642000,-0.020328,0.085170,-7.395234
0.643000,-0.021019,0.071685,-7.751435
0.644000,-0.021645,0.058201,-8.026726
0.645000,-0.022007,0.044387,-8.216175
0.646000,-0.022073,0.030903,-8.314517
0.647000,-0.022007,0.017089,-8.321424
0.648000,-0.021217,0.003276,-8.233278
0.649000,-0.020887,-0.009880,-8.054025
0.650000,-0.020097,-0.021391,-7.792219
